Date	SD	GrowthRate	tempAvg	hum	baro	wind	tempAvg_next	hum_next	baro_next	wind_next	DensityScore	label
2020-04-26	Anantapur,Andhra Pradesh	0.1428571428571428	33.9761904761905	32.0714285714286	754.857142857143	3.17857142857143	33.3666666666667	37.6315789473684	794.894736842105	3.15789473684211	199.0	3.7142857142857135
2020-05-03	Anantapur,Andhra Pradesh	3.7142857142857135	33.3666666666667	37.6315789473684	794.894736842105	3.15789473684211	34.6052631578947	30.8214285714286	682.642857142857	1.5	199.0	4.285714285714286
2020-05-10	Anantapur,Andhra Pradesh	4.285714285714286	34.6052631578947	30.8214285714286	682.642857142857	1.5	34.1111111111111	28.5	645.535714285714	0.892857142857143	199.0	2.2857142857142856
2020-05-17	Anantapur,Andhra Pradesh	2.2857142857142856	34.1111111111111	28.5	645.535714285714	0.892857142857143	34.1071428571429	23.2142857142857	501.035714285714	6.53571428571429	199.0	0.0007604562737642
2020-05-24	Anantapur,Andhra Pradesh	0.0007604562737642	34.1071428571429	23.2142857142857	501.035714285714	6.53571428571429	33.975	37.5555555555556	744.333333333333	4.55555555555556	199.0	0.0096959540339956
2020-05-31	Anantapur,Andhra Pradesh	0.0096959540339956	33.975	37.5555555555556	744.333333333333	4.55555555555556	30.52	52.8571428571429	898.142857142857	4.60714285714286	199.0	0.0323725055432372
2020-06-07	Anantapur,Andhra Pradesh	0.0323725055432372	30.52	52.8571428571429	898.142857142857	4.60714285714286	29.4285714285714	61.3928571428571	1003.67857142857	11.5357142857143	199.0	0.0118614368513276
2020-06-14	Anantapur,Andhra Pradesh	0.0118614368513276	29.4285714285714	61.3928571428571	1003.67857142857	11.5357142857143	30.125	59.2142857142857	1004.21428571429	12.2142857142857	199.0	0.047929665343165
2020-06-21	Anantapur,Andhra Pradesh	0.047929665343165	30.125	59.2142857142857	1004.21428571429	12.2142857142857	30.0357142857143	63.9642857142857	1003.85714285714	6.17857142857143	199.0	0.0838218053927315
2020-06-28	Anantapur,Andhra Pradesh	0.0838218053927315	30.0357142857143	63.9642857142857	1003.85714285714	6.17857142857143	28.7321428571429	68.5357142857143	1003.03571428571	10.5	199.0	0.0792848814613291
2020-07-05	Anantapur,Andhra Pradesh	0.0792848814613291	28.7321428571429	68.5357142857143	1003.03571428571	10.5	28.7407407407407	65.8928571428571	968.785714285714	5.67857142857143	199.0	0.0916708146673303
2020-07-12	Anantapur,Andhra Pradesh	0.0916708146673303	28.7407407407407	65.8928571428571	968.785714285714	5.67857142857143	27.5178571428571	76.5714285714286	1003.78571428571	4.75	199.0	0.2064429829450451
2020-07-19	Anantapur,Andhra Pradesh	0.2064429829450451	27.5178571428571	76.5714285714286	1003.78571428571	4.75	27.7857142857143	77.3571428571429	1005.82142857143	2.28571428571429	199.0	0.222033816191076
2020-07-26	Anantapur,Andhra Pradesh	0.222033816191076	27.7857142857143	77.3571428571429	1005.82142857143	2.28571428571429	27.9821428571429	77.1785714285714	1004.67857142857	6.21428571428571	199.0	0.1672363341284087
2020-08-02	Anantapur,Andhra Pradesh	0.1672363341284087	27.9821428571429	77.1785714285714	1004.67857142857	6.21428571428571	27.4464285714286	82.4285714285714	1002.10714285714	12.25	199.0	0.2052385204426766
2020-08-09	Anantapur,Andhra Pradesh	0.2052385204426766	27.4464285714286	82.4285714285714	1002.10714285714	12.25	26.75	76.8928571428571	1005.35714285714	11.0	199.0	0.2087649709246351
2020-08-16	Anantapur,Andhra Pradesh	0.2087649709246351	26.75	76.8928571428571	1005.35714285714	11.0	27.5535714285714	72.6071428571429	1005.39285714286	6.5	199.0	0.1648049062861791
2020-08-23	Anantapur,Andhra Pradesh	0.1648049062861791	27.5535714285714	72.6071428571429	1005.39285714286	6.5	29.2857142857143	60.7142857142857	1006.78571428571	7.0	199.0	0.1548567798567798
